,id,Город / Район,Микрорайон,Количество комнат,Тип аренды,Количество спальных мест,Общая площадь,Площадь кухни,Санузел,Балкон,Обустройство быта,В ванной,На кухне,Кому сдается,Предоплата,Этаж,Этажность дома,Материал стен,Год постройки,Окна выходят,Обустройство дома,Состояние,Адрес,Стоимость,Жилая площадь,Студия,Ремонт,В новостройке,Метро,Возможен обмен,Товары с Куфар Оплатой,Есть проходная комната,Без мебели,Пешком до ближайшей станции,До ближайшей станции на транспорте
266,114499881,Центральный,,1,Долгосрочная,1,32.4 м²,5.3 м²,Совмещенный,Лоджия,Мебель,Душевая кабина,"Холодильник, Газовая плита",Парам,Месяц,4,5,Кирпичный,,Во двор,Домофон,Вторичное жилье,"Орловская ул, 31/2, Минск",250 $ *,18.7 м²,-,Без отделки,-,,-,-,-,-,,
267,114492361,Московский,Малиновка,1,Долгосрочная,,,,Раздельный,Есть,"Wi-Fi, Мебель",Стиральная машина,"Холодильник, Электрическая плита",,,,,Панельный,,,,Вторичное жилье,"Громова ул, 46, Минск",215 $ *,,,,,,,-,,,,
268,114019498,Фрунзенский,Каменная Горка,1,Долгосрочная,2,36.8 м²,5 м²,Раздельный,Есть,Мебель,,Электрическая плита,"С детьми, Студентам, Парам",Месяц,9,9,Монолитный,2014,"В парк, Юг","Лифт, Пандус, Домофон",Новое,"Нёманская ул, 3А, Минск",272 $ *,32 м²,,Евро,,,,,,,,
269,114439427,Фрунзенский,,1,Долгосрочная,,42.2 м²,8.1 м²,Совмещенный,Лоджия,"Wi-Fi, Телевизор, Телефон, Мебель",Стиральная машина,"Холодильник, СВЧ-печь, Посудомоечная машина, Электрическая плита",,Месяц,7,9,Кирпичный,2007,Во двор,"Лифт, Мусоропровод, Видеонаблюдение, Домофон",Вторичное жилье,"Притыцкого ул, 39, Минск",400 $ *,18 м²,,Евро,,Спортивная,,,,,,
270,114434720,Фрунзенский,Каменная Горка,1,Долгосрочная,2,43 м²,,Раздельный,Есть,"Wi-Fi, Телевизор, Утюг, Мебель","Душевая кабина, Стиральная машина, Комплект полотенец, Фен","Холодильник, СВЧ-печь, Посуда/столовые приборы, Газовая плита",Парам,Месяц,3,9,Панельный,2010,"Во двор, На улицу",,Вторичное жилье,"Нёманская ул, 37, Минск",400 $ *,30 м²,,Дизайнерский,,,,,,,,
271,114429979,Заводской,Шабаны,1,Долгосрочная,2,,,Раздельный,Есть,"Wi-Fi, Телевизор, Мебель",Стиральная машина,"Холодильник, СВЧ-печь, Газовая плита",,Месяц,8,9,,,,,Вторичное жилье,"Селицкого ул, 97, Минск",250 $ *,,,,,,,-,,,,
272,114430031,Заводской,,1,Долгосрочная,,,,Совмещенный,Нет,"Телевизор, Утюг, Мебель",Стиральная машина,"Холодильник, СВЧ-печь, Газовая плита","Студентам, С детьми, Командировочным, Рабочим, Парам",Месяц,1,5,Кирпичный,,"Во двор, Юг, Восток",Домофон,Вторичное жилье,"Жилуновича ул, 37, Минск",220 $ *,,-,Косметический,-,Партизанская,-,-,-,-,,
273,113382635,Заводской,,1,Долгосрочная,3,45 м²,11 м²,Раздельный,Лоджия,"Мебель, Wi-Fi",Стиральная машина,"Газовая плита, Посудомоечная машина, Холодильник","Командировочным, Рабочим, Парам, С животными, С детьми",Залог,2,5,Блочный,2010,"Во двор, Юг","Огороженная территория, Стояночное место, Домофон, Подвал",Вторичное жилье,"Крупской ул, Минск",310 $ *,33 м²,,Евро,Да,,,,,,,
274,114411668,Первомайский,Восток,1,Долгосрочная,,37 м²,9 м²,Раздельный,Лоджия,"Wi-Fi, Телевизор, Телефон, Утюг, Мебель",Стиральная машина,"Холодильник, Посуда/столовые приборы, Электрическая плита",,Залог,14,16,Панельный,1976,В парк,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Калиновского ул, 82к2, Минск",330 $ *,17 м²,-,Евро,-,Восток,-,-,-,-,,
275,114402109,Первомайский,,1,Долгосрочная,,43 м²,,Совмещенный,,,,,,,22,25,Монолитный,2016,,,Новое,"Кирилла Туровского ул, 14, Минск",500 $ *,38.2 м²,,Евро,,Восток,,,,,,
276,114395937,Центральный,Верхний город,1,Долгосрочная,,46.1 м²,11 м²,Совмещенный,,,,,,,2,4,Кирпичный,,,,Новое,"Городской Вал ул, 8, Минск",670 $ *,19.2 м²,,Дизайнерский,,Немига,,,,,,
277,113780706,Московский,,1,Долгосрочная,2,33 м²,,Совмещенный,Есть,"Wi-Fi, Утюг, Телевизор, Мебель","Комплект полотенец, Стиральная машина, Душевая кабина","Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",Парам,2 месяца,6,12,Монолитный,2017,В парк,"Лифт, Домофон",Новое,"Гурского ул, 41, Минск",320 $ *,33 м²,Да,Дизайнерский,Да,1,,,,,,
278,114378700,Первомайский,Уручье,1,Долгосрочная,2,35 м²,9 м²,Раздельный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",,Месяц,8,9,Панельный,1991,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Никифорова ул, 17, Минск",310 $ *,18 м²,,Евро,,Уручье,,,,,,
279,114228022,Фрунзенский,Сухарево,1,Долгосрочная,2,32.7 м²,,Раздельный,Есть,Мебель,Стиральная машина,"Газовая плита, Холодильник",,Месяц,8,,Панельный,,Во двор,,Вторичное жилье,"Пимена Панченко ул, 14, Минск",233 $ *,,,,,,,,,,,
280,114368141,Заводской,,1,Долгосрочная,2,30 м²,8 м²,Совмещенный,Лоджия,"Телефон, Мебель, Телевизор",Стиральная машина,"Посуда/столовые приборы, Газовая плита, Холодильник",Парам,Залог,1,5,Панельный,,На улицу,,Вторичное жилье,"Васнецова ул, 8к1, Минск",220 $ *,15 м²,,Косметический,,Партизанская,,,,,,
281,114361666,Московский,Михалово,1,Долгосрочная,,40 м²,,Раздельный,Есть,"Wi-Fi, Мебель",Стиральная машина,"Холодильник, СВЧ-печь, Электрическая плита",Парам,Месяц,7,10,,2018,,"Лифт, Домофон, Видеонаблюдение",Вторичное жилье,"Михаловская ул, 4, Минск",250 $ *,,,,-,,,,,,,
282,114357601,Московский,,1,Долгосрочная,2,,,Совмещенный,Нет,"Телевизор, Мебель, Телефон",,"Холодильник, Газовая плита",,Месяц,1,,,,,,Вторичное жилье,"Коржа ул, 22, Минск",240 $ *,,,Косметический,,,,,,,,
283,114346608,Первомайский,Восток,1,Долгосрочная,,40 м²,7 м²,Раздельный,Лоджия,"Телефон, Мебель",Стиральная машина,"Холодильник, Газовая плита",Парам,Залог,7,9,,,,,Вторичное жилье,"Независимости пр, 125, Минск",310 $ *,23 м²,,,,Восток,,,,,,
284,114327996,Московский,Юго-Запад,1,Долгосрочная,2,,,Раздельный,Лоджия,"Мебель, Wi-Fi",Стиральная машина,Холодильник,,,,,Панельный,,,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Рафиева ул, 45, Минск",220 $ *,,,Косметический,,,,,,,,
285,114324146,Первомайский,,1,Долгосрочная,4,38 м²,,Совмещенный,Лоджия,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi","Комплект полотенец, Стиральная машина, Душевая кабина","Электрическая плита, Посуда/столовые приборы, Посудомоечная машина, СВЧ-печь, Холодильник",,,8,13,Каркасно-блочный,2019,Во двор,,Новое,"Петра Мстиславца ул, 12, Минск",496 $ *,36.4 м²,Да,Евро,Да,Восток,,,,,,
286,114322473,Заводской,,1,Долгосрочная,3,30 м²,,Совмещенный,Нет,"Телевизор, Мебель",Душевая кабина,"СВЧ-печь, Газовая плита","Студентам, С детьми, Парам",Месяц,3,,,,,,Вторичное жилье,"Жилуновича ул, 43, Минск",260 $ *,,,Косметический,,Партизанская,,,,,,
287,114287323,Московский,Грушевка,1,Долгосрочная,2,50 м²,,Совмещенный,Лоджия,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi","Комплект полотенец, Фен, Стиральная машина, Душевая кабина","Электрическая плита, Посуда/столовые приборы, Посудомоечная машина, СВЧ-печь, Холодильник","Командировочным, Рабочим, Парам, С детьми, С животными, Студентам",,5,19,Каркасно-блочный,2013,Во двор,"Лифт, Домофон",Новое,"Дзержинского пр, 11, Минск",450 $ *,47 м²,Да,Евро,Да,Грушевка,,,Да,,,
288,114283779,Фрунзенский,Сухарево,1,Долгосрочная,,,,Раздельный,Есть,,,Холодильник,,Месяц,4,12,Кирпичный,1997,Во двор,,Вторичное жилье,"Сухаревская ул, 38к1, Минск",250 $ *,,,Косметический,,,,,,,,
289,114260324,Московский,Грушевка,1,Долгосрочная,,48.6 м²,12.8 м²,Совмещенный,Лоджия,,,,,,11,13,Панельный,2013,,,Новое,"Дзержинского пр, 23, Минск",450 $ *,20.1 м²,,Евро,,Грушевка,,,,,,
290,114257364,Московский,Брилевичи,1,Долгосрочная,,42 м²,,Раздельный,,,,,,,8,15,,,,,Новое,"Дзержинского пр, 123, Минск",450 $ *,36.7 м²,,Евро,,Малиновка,,,,,,
291,114251434,Московский,,1,Долгосрочная,,41.2 м²,,Совмещенный,Лоджия,,,,,,17,20,Монолитный,2015,,,Новое,"Чюрлёниса ул, 26, Минск",450 $ *,29.8 м²,,Евро,,Малиновка,,,,,,
292,114235514,Первомайский,Уручье,1,Долгосрочная,2,33 м²,7 м²,Раздельный,Нет,"Wi-Fi, Мебель, Телефон",Стиральная машина,"Холодильник, Электрическая плита","С детьми, Парам",2 месяца,4,9,Панельный,1999,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Руссиянова ул, 27/2, Минск",300 $ *,,,Евро,,,,,,,,
293,114235156,Первомайский,Уручье,1,Долгосрочная,1,37 м²,8.8 м²,Раздельный,Есть,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"СВЧ-печь, Холодильник","С детьми, Рабочим, Парам",Месяц,2,9,Панельный,1991,Во двор,,Вторичное жилье,"Гинтовта ул, 4, Минск",250 $ *,25 м²,,Косметический,,,,,,,,
294,114198576,Первомайский,Восточный,1,Долгосрочная,2,54 м²,13.9 м²,Раздельный,Лоджия,"Wi-Fi, Телефон, Мебель",,"Холодильник, Электрическая плита","Командировочным, Рабочим, Парам, С детьми, С животными",3 месяца,8,12,Кирпичный,2005,"Во двор, Восток","Лифт, Домофон, Видеонаблюдение",Вторичное жилье,"50 лет Победы ул, 21, мкр. Великий Лес, Минск",300 $ *,20 м²,-,Евро,-,,-,-,-,-,,
295,114194878,Первомайский,,1,Долгосрочная,,,,,Лоджия,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi","Фен, Стиральная машина","Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","Студентам, С животными, Парам, С детьми",Месяц,4,,,,,,Новое,"Кирилла Туровского ул, 24, Минск",400 $ *,,Да,Евро,Да,Восток,,,Да,,,
296,114186775,Фрунзенский,Домбровка,1,Долгосрочная,,46 м²,11 м²,Раздельный,Лоджия,"Wi-Fi, Телефон, Мебель",,"Холодильник, Электрическая плита","Студентам, С животными, С детьми, Парам, Командировочным",Месяц,7,9,Панельный,2010,Юг,"Лифт, Пандус, Домофон",Вторичное жилье,"Всеволода Игнатовского ул, 14, Минск",282 $ *,,,Евро,,,,,,,,
297,114177428,Московский,Грушевка,1,Долгосрочная,,43.7 м²,,Совмещенный,Есть,,,,,,18,19,Монолитный,2016,,,Новое,"Дзержинского пр, 11, Минск",360 $ *,33 м²,,,,Грушевка,,,,,,
298,114175634,Октябрьский,Аэродромная,1,Долгосрочная,,47.5 м²,14 м²,Раздельный,Лоджия,,,,,,5,15,Панельный,,,,Новое,"Воронянского ул, 40, Минск",370 $ *,20.5 м²,,,,Институт культуры,,,,,,
299,114174584,Заводской,Ангарская,1,Долгосрочная,,32.9 м²,6.8 м²,Раздельный,Лоджия,"Телефон, Мебель","Стиральная машина, Душевая кабина","Газовая плита, Холодильник",,,6,9,Панельный,1979,,"Лифт, Домофон",Вторичное жилье,"Герасименко ул, 3, Минск",280 $ *,17.1 м²,,,,,,,,,,
300,114171657,Московский,,1,Долгосрочная,,40.6 м²,7.5 м²,Раздельный,,Телевизор,Стиральная машина,"Газовая плита, Холодильник","Студентам, Парам, С животными, С детьми",,5,5,Кирпичный,,,,Вторичное жилье,"Кальварийская ул, 5, Минск",320 $ *,17.8 м²,,Косметический,,Фрунзенская,,,,,,
301,114122559,Фрунзенский,,1,Долгосрочная,,,,Раздельный,Есть,"Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","С детьми, Парам",,14,19,Панельный,2020,Во двор,"Лифт, Домофон",Новое,"Скрипникова ул, 72, Минск",300 $ *,,,Евро,Да,Каменная горка,,,,,,
302,114113501,Партизанский,Пулихова,1,Долгосрочная,2,30.6 м²,5.7 м²,Совмещенный,Есть,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Посуда/столовые приборы, Газовая плита, СВЧ-печь, Холодильник",Парам,Залог,4,5,Панельный,1958,Во двор,"Домофон, Подвал",Вторичное жилье,"Антоновская ул, 8, Минск",380 $ *,19 м²,,Евро,,,,,,,,
303,114096022,Октябрьский,,1,Долгосрочная,,30 м²,,Совмещенный,Есть,"Wi-Fi, Мебель",Стиральная машина,"Холодильник, Посуда/столовые приборы, Электрическая плита",,,,,,,,,Новое,"Братская ул, 16, Минск",350 $ *,,,Евро,Да,,,,,,,
304,114094200,Центральный,Масюковщина,1,Долгосрочная,,,,Раздельный,Лоджия,Мебель,Стиральная машина,Холодильник,,,,,,,,,Вторичное жилье,"Михася Лынькова ул, 15, Минск",200 $ *,,,Косметический,,,,,,,,
305,114087842,Ленинский,,1,Долгосрочная,,43.2 м²,10.6 м²,Совмещенный,Лоджия,,,,,,23,25,Панельный,2014,,,Новое,"Маяковского ул, 11, Минск",390 $ *,18.7 м²,,,,,,,,,,
306,114052362,Центральный,,1,Долгосрочная,,36.7 м²,8.9 м²,Раздельный,Нет,"Телефон, Wi-Fi",Стиральная машина,"Газовая плита, Холодильник","С детьми, Парам, Рабочим",Месяц,2,8,Кирпичный,,Во двор,Домофон,Вторичное жилье,"Независимости пр, 39, Минск",299 $ *,18.9 м²,,Косметический,,Площадь Победы,,,,Да,,
307,114041393,Первомайский,,1,Долгосрочная,,,,Совмещенный,Есть,"Телефон, Мебель, Телевизор, Wi-Fi",,"Газовая плита, Холодильник","Командировочным, Парам, Студентам",Залог,5,5,Блочный,,,,Вторичное жилье,"Волгоградская ул, 29, Минск",250 $ *,,,Косметический,,,,,,,,
308,114040069,Первомайский,,1,Долгосрочная,2,30 м²,6 м²,Совмещенный,Есть,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Газовая плита, СВЧ-печь, Холодильник",,,2,5,Блочный,,,,Вторичное жилье,"Белинского ул, 4, Минск",320 $ *,16 м²,,,,,,,,,,
309,114027292,Фрунзенский,Запад,1,Долгосрочная,,45 м²,9.2 м²,Раздельный,Есть,Wi-Fi,Стиральная машина,Электрическая плита,Парам,2 месяца,9,19,Панельный,2020,,"Лифт, Домофон, Видеонаблюдение",Новое,"2-й пер. Тимошенко, 7, мкр. Запад-4, Минск",350 $ *,42.5 м²,-,Евро,-,,-,-,-,-,,
310,114000162,Фрунзенский,Домбровка,1,Долгосрочная,,41 м²,,Раздельный,Есть,"Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Холодильник",,Месяц,3,9,Панельный,,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Чичурина ул, 12, мкр. Домбровка-6, Минск",260 $ *,,,Косметический,,,,,,,,
311,113956588,Ленинский,Лошица,1,Долгосрочная,1,30 м²,9 м²,Раздельный,Лоджия,"Телефон, Мебель, Телевизор",Стиральная машина,"Газовая плита, Холодильник","Парам, Рабочим, Студентам",Месяц,7,9,Панельный,2004,Восток,"Лифт, Пандус, Мусоропровод, Домофон",Вторичное жилье,"Янки Лучины ул, 6, мкр. Лошица, Ленинский район, Минск",300 $ *,17 м²,,Евро,,,,,,,,
312,113954564,Октябрьский,Аэродромная,1,Долгосрочная,2,30 м²,6 м²,Совмещенный,Нет,"Утюг, Мебель, Телевизор",Стиральная машина,"СВЧ-печь, Посуда/столовые приборы, Газовая плита, Холодильник","Рабочим, Парам",Месяц,1,4,Кирпичный,,Во двор,,Вторичное жилье,"Брилевская ул, 13, Минск",292 $ *,13 м²,,Косметический,,,,,,,,
313,113925337,Московский,,1,Долгосрочная,2,30 м²,6 м²,Совмещенный,Есть,"Телефон, Мебель, Телевизор","Стиральная машина, Фен","Газовая плита, Холодильник, СВЧ-печь",,Месяц,2,5,Панельный,1964,Запад,,Вторичное жилье,"Розы Люксембург ул, Минск",250 $ *,20 м²,,,,Грушевка,,,,,,
314,113911233,Фрунзенский,,1,Долгосрочная,,,,,,,,,,,,,Панельный,,,,Вторичное жилье,"Налибокская ул, 32, Минск",220 $ *,,-,,-,,-,-,-,-,,
315,113911488,Центральный,,1,Долгосрочная,,40 м²,10 м²,Раздельный,Лоджия,,,,,,3,9,Панельный,2011,Запад,Лифт,Вторичное жилье,"Лопатина ул, 3, деревня Копище, Боровлянский сельсовет, Минский район, Минская область",280 $ *,20 м²,-,Евро,-,,-,-,-,-,,
316,113901293,Первомайский,Зеленый луг,1,Долгосрочная,,33.4 м²,7.2 м²,Раздельный,Есть,"Wi-Fi, Телевизор, Телефон, Мебель",Стиральная машина,"Холодильник, Газовая плита",Парам,2 месяца,3,9,Панельный,1975,Во двор,"Лифт, Домофон",Вторичное жилье,"Тикоцкого ул, 38, мкр. Зелёный Луг-5, мкр. Зелёный Луг, Минск",250 $ *,17 м²,-,Косметический,-,,-,-,-,-,,
317,113899600,Центральный,Лебяжий,1,Долгосрочная,2,35 м²,,Совмещенный,Лоджия,"Кондиционер, Мебель, Телевизор, Wi-Fi","Стиральная машина, Душевая кабина","Электрическая плита, Кофеварка, Посуда/столовые приборы, СВЧ-печь, Холодильник","Рабочим, Парам",Месяц,5,,Монолитный,2019,На речку,"Лифт, Пандус, Огороженная территория, Парковка крытая, Домофон, Видеонаблюдение",Новое,"Победителей пр, 135А, Минск",570 $ *,,Да,Евро,,,,,,,,
318,113870645,Первомайский,Восточный,1,Долгосрочная,,33.4 м²,,Раздельный,Есть,Телефон,Стиральная машина,"Газовая плита, Холодильник",Парам,2 месяца,4,5,Панельный,1980,,,Вторичное жилье,"Садовая ул, 9, мкр. Великий Лес, Минск",230 $ *,,,Косметический,,,,,,,,
319,113851711,Первомайский,Восточный,1,Долгосрочная,,30 м²,,Совмещенный,Есть,"Мебель, Wi-Fi",Стиральная машина,"СВЧ-печь, Холодильник",,Залог,2,5,,,,,Новое,"Уручская ул, 1, Минск",350 $ *,25 м²,Да,Дизайнерский,,Уручье,,,Да,,,
320,113850171,Первомайский,,1,Долгосрочная,2,30 м²,5 м²,Совмещенный,Есть,"Wi-Fi, Телевизор, Мебель",Стиральная машина,"Холодильник, Газовая плита","С животными, С детьми, Парам, Студентам",Нет,3,5,Кирпичный,,На улицу,"Домофон, Подвал",Вторичное жилье,"Уральский пер., 11, Минск",280 $ *,19 м²,,Косметический,,,,,,,,
321,113844960,Московский,Юго-Запад,1,Долгосрочная,,40.8 м²,,Совмещенный,Есть,"Мебель, Телевизор, Wi-Fi",Стиральная машина,"СВЧ-печь, Холодильник",,,23,23,,2020,,,Новое,"Дзержинского пр, 92, Минск",400 $ *,,,Евро,,Петровщина,,,,,,
322,113835998,Центральный,Масюковщина,1,Долгосрочная,,30 м²,6.5 м²,Раздельный,Нет,Телефон,Стиральная машина,Газовая плита,Парам,Месяц,1,5,Панельный,1980,Во двор,,Вторичное жилье,"Михася Лынькова ул, 85к2, Минск",200 $ *,16 м²,,,,,,,,Да,,
323,113790586,Московский,,1,Долгосрочная,,47 м²,12 м²,Совмещенный,Лоджия,"Кондиционер, Телефон, Мебель, Телевизор",Стиральная машина,"Электрическая плита, Холодильник, СВЧ-печь",,,11,19,,2016,,,Вторичное жилье,"Дзержинского пр, 22, Минск",400 $ *,,Да,Евро,,Грушевка,,,,,,
324,113768571,Октябрьский,,1,Долгосрочная,2,36 м²,7 м²,Раздельный,Лоджия,Wi-Fi,,"Холодильник, Газовая плита",,,9,9,Панельный,,,,Вторичное жилье,"Жуковского ул, 5к2, Минск",300 $ *,17 м²,-,,-,Институт культуры,-,-,-,-,,
325,111813233,Фрунзенский,Каменная Горка,1,Долгосрочная,,27 м²,,Совмещенный,Есть,"Телевизор, Утюг, Мебель","Душевая кабина, Стиральная машина","Холодильник, СВЧ-печь, Посуда/столовые приборы, Кофеварка, Электрическая плита",,Месяц,3,,Каркасно-блочный,2013,Запад,"Лифт, Домофон, Пандус",Вторичное жилье,"Нёманская ул, 3, Минск",280 $ *,25 м²,Да,,Да,,,,,,,
326,113733651,Советский,,1,Долгосрочная,,,,Раздельный,Лоджия,Мебель,Стиральная машина,"Холодильник, Электрическая плита",,,3,9,,,,,Вторичное жилье,"Некрасова ул, 35/1, Минск",210 $ *,,,Косметический,,,,,,,,
327,113732600,Фрунзенский,Раковское шоссе,1,Долгосрочная,2,43 м²,10 м²,Совмещенный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",Парам,Месяц,10,17,Каркасно-блочный,2009,Во двор,"Лифт, Стояночное место, Домофон, Видеонаблюдение, Пандус",Вторичное жилье,"Притыцкого ул, 2к2, Минск",380 $ *,17 м²,,Евро,,Пушкинская,,,,,,
328,113711244,Фрунзенский,Запад,1,Долгосрочная,,40.8 м²,10.5 м²,Совмещенный,Есть,,,,,,9,9,Кирпичный,2006,,,Новое,"Тимошенко ул, 8, Минск",360 $ *,17.5 м²,,,,Кунцевщина,,,,,,
329,111660916,,,1,Долгосрочная,3,33.2 м²,8.6 м²,Совмещенный,Лоджия,"Wi-Fi, Телевизор, Утюг, Мебель","Душевая кабина, Стиральная машина, Комплект полотенец","Холодильник, СВЧ-печь, Посуда/столовые приборы, Газовая плита",Парам,Месяц,2,5,Кирпичный,2018,Во двор,Домофон,Вторичное жилье,"Сосновая ул, 16, посёлок Сонечный, Боровлянский сельсовет, Минский район, Минская область",350 $ *,20.6 м²,Да,Евро,-,,-,-,-,-,,
330,113708861,Московский,Брилевичи,1,Долгосрочная,2,31 м²,9 м²,Совмещенный,Лоджия,"Телефон, Мебель, Wi-Fi",Стиральная машина,"Электрическая плита, Холодильник",,Нет,8,16,Монолитный,2015,,"Лифт, Пандус, Мусоропровод, Домофон",Вторичное жилье,"Чюрлёниса ул, 6, Минск",300 $ *,17 м²,Да,Евро,,Малиновка,,,,,,
331,113693581,Первомайский,Уручье,1,Долгосрочная,1,,,Совмещенный,Есть,"Wi-Fi, Мебель",Стиральная машина,"Холодильник, Электрическая плита",,,2,,Кирпичный,2005,,,Вторичное жилье,"Городецкая ул, 38, Минск",310 $ *,,Да,Евро,-,Уручье,-,-,-,-,,
332,113657972,Центральный,,1,Долгосрочная,,,,Раздельный,Есть,"Телефон, Мебель",Стиральная машина,"Холодильник, СВЧ-печь, Газовая плита",,Месяц,5,5,,,Во двор,,Вторичное жилье,"Независимости пр, 46, Минск",250 $ *,,,Косметический,,Площадь Якуба Коласа,,,,,,
333,113680014,Октябрьский,,1,Долгосрочная,,29.6 м²,,Совмещенный,Есть,"Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Холодильник",,,,,,2018,,,Новое,"Братская ул, 2, Минск",330 $ *,,Да,,,,,,,,,
334,112616659,Центральный,,1,Долгосрочная,2,40.5 м²,8 м²,Раздельный,Есть,"Телефон, Мебель, Телевизор",Стиральная машина,"Газовая плита, Холодильник","Рабочим, С животными, Парам, С детьми, Студентам",2 месяца,5,5,Кирпичный,,"Во двор, Юг","Стояночное место, Домофон",Вторичное жилье,"Кальварийская ул, 5, Минск",350 $ *,18 м²,,Дизайнерский,,Фрунзенская,,,,,,
335,113637236,Фрунзенский,,1,Долгосрочная,,25.1 м²,,Совмещенный,Лоджия,,,,,,2,5,Панельный,2018,,,Новое,"Авиационная ул, 10, деревня Копище, Боровлянский сельсовет, Минский район, Минская область",300 $ *,17 м²,,Евро,,,,,,,,
336,113632756,Центральный,Веснянка,1,Долгосрочная,,42.9 м²,8.9 м²,Раздельный,Есть,,,,,,16,19,Панельный,,,,Новое,"Радужная ул, 17, Веснянка, Минск",330 $ *,18 м²,,,,,,,,,,
337,110406257,Фрунзенский,Кунцевщина,1,Долгосрочная,,47.8 м²,10.5 м²,Совмещенный,Лоджия,"Мебель, Телевизор, Wi-Fi",Стиральная машина,"Посуда/столовые приборы, СВЧ-печь, Холодильник",,,4,9,,,,,Вторичное жилье,"Лещинского ул, 37, Минск",240 $ *,22.8 м²,,Косметический,,Кунцевщина,,,,,,
338,113628691,Первомайский,,1,Долгосрочная,,56.7 м²,,Совмещенный,Лоджия,,,,,,16,16,Монолитный,,,,Новое,"Кирилла Туровского ул, 20, Минск",950 $ *,49.3 м²,,Дизайнерский,,Восток,,,,,,
339,113627451,Советский,Сельхозпоселок,1,Долгосрочная,,43.6 м²,9.4 м²,Совмещенный,,,,,,,8,10,Каркасно-блочный,2014,,,Новое,"Гало ул, 76, Минск",530 $ *,29.1 м²,,,,,,,,,,
340,113624787,Фрунзенский,Каменная Горка,1,Долгосрочная,,50.6 м²,,Раздельный,Лоджия,,,,,,11,26,Монолитный,2011,,,Новое,"Нёманская ул, 6, Минск",500 $ *,36.6 м²,,Евро,,Каменная горка,,,,,,
341,113616866,Фрунзенский,Раковское шоссе,1,Долгосрочная,,,,Совмещенный,Нет,"Wi-Fi, Телевизор, Мебель, Телефон",Стиральная машина,"Холодильник, Газовая плита",Парам,,3,5,Кирпичный,,,,Вторичное жилье,"Ольшевского ул, 17, Минск",230 $ *,,,Косметический,,Пушкинская,,,,,,
342,113596561,Октябрьский,Курасовщина,1,Долгосрочная,2,34 м²,7.5 м²,Раздельный,Есть,"Мебель, Телефон",Стиральная машина,"Холодильник, Посуда/столовые приборы, Газовая плита",,Залог,4,,Кирпичный,1976,"В парк, Юг",,Вторичное жилье,"Ландера ул, 38, Минск",230 $ *,17 м²,,Косметический,,,,,,,,
343,113571609,Советский,,1,Долгосрочная,,34.8 м²,,Совмещенный,,,,,,,7,7,Панельный,,,,Новое,"Козлова ул, 8, Минск",390 $ *,284 м²,,,,Площадь Победы,,,,,,
344,113557199,,Боровляны,1,Долгосрочная,,47 м²,10 м²,Совмещенный,Лоджия,"Телефон, Мебель, Wi-Fi","Стиральная машина, Душевая кабина","Газовая плита, Холодильник",,,3,4,Каркасно-блочный,2014,"В парк, Север, Во двор","Стояночное место, Домофон",Новое,"Берёзовая Роща ул, 106, деревня Боровляны, Боровлянский сельсовет, Минский район, Минская область",300 $ *,23 м²,,,,,,,,,,
345,112713482,Московский,Грушевка,1,Долгосрочная,2,60 м²,10 м²,Раздельный,Два,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi","Стиральная машина, Душевая кабина","Электрическая плита, СВЧ-печь, Холодильник",,Месяц,9,10,Каркасно-блочный,2013,Во двор,"Лифт, Домофон",Вторичное жилье,"Грушевская ул, 91, Минск",350 $ *,36 м²,,Дизайнерский,,Грушевка,,,,,,
346,113548483,Первомайский,,1,Долгосрочная,,45.7 м²,,,,,,,,,18,18,Панельный,,,,Новое,"Петра Мстиславца ул, 18, Минск",450 $ *,41.4 м²,,,,Восток,,,,,,
